[VP/NP] , used to treat , to treat , PPDB2.0Score=4.76476 PPDB1.0Score=12.744950 -logp(LHS,e1)=0.30786 -logp(LHS,e2)=0.89456 -logp(e1,LHS)=14.95995 -logp(e1,e2)=7.90234 -logp(e1,"e2,LHS)=6.75647 -logp(e2",LHS)=12.48692 -logp(e2,e1)=4.84261 -logp(e2,"e1,LHS)=4.28343 AGigaSim=0.80561 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.48551 ContainsX=0 Equivalence=0.088485 Exclusion=0.047945 GlueRule=0 GoogleNgramSim=0.33742 Identity=0 Independent=0.133904 Lex(e1",e2)=63.30685 Lex(e2,e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.018057 PhrasePenalty=1 RarityPenalty=0.01832 ForwardEntailment=0.711609 SourceTerminalsButNoTarget=0 SourceWords=3 TargetComplexity=0.97133 TargetTerminalsButNoSource=0 TargetWords=2 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-0.16667 WordLogCR=-0.40547 ,,, 0-0 1-0 2-1 , ForwardEntailment
[X] ," educational institutions , "," education institutions , ", PPDB2.0Score=4.71144 PPDB1.0Score=5.814660 -logp(LHS,e1)=0 -logp(LHS,e2)=0 -logp(e1,LHS)=13.97201 -logp(e1,e2)=1.61656 -logp(e1,"e2,LHS)=1.54016 -logp(e2",LHS)=16.55354 -logp(e2,e1)=4.19810 -logp(e2,"e1,LHS)=4.12170 AGigaSim=0.76212 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.08004 ContainsX=1 Equivalence=0.429610 Exclusion=0.010584 GlueRule=0 GoogleNgramSim=0.50613 Identity=0 Independent=0.054672 Lex(e1",e2)=62.39060 Lex(e2,e1)=62.39060 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.010183 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.494951 SourceTerminalsButNoTarget=0 SourceWords=3 TargetComplexity=0.99793 TargetTerminalsButNoSource=0 TargetWords=3 UnalignedSource=2 UnalignedTarget=2 WordCountDiff=0 WordLenDiff=-0.66667 WordLogCR=0 ,,, 0-0 1-1 2-2 , ReverseEntailment
[VP/NP] , still is , to continue to be , PPDB2.0Score=4.69927 PPDB1.0Score=23.756930 -logp(LHS,e1)=2.10173 -logp(LHS,e2)=1.42461 -logp(e1,LHS)=15.60697 -logp(e1,e2)=10.87076 -logp(e1,"e2,LHS)=8.05951 -logp(e2",LHS)=16.94526 -logp(e2,e1)=12.88617 -logp(e2,"e1,LHS)=9.39779 AGigaSim=0.34486 Abstract=0 Adjacent=0 CharCountDiff=9 CharLogCR=0.75377 ContainsX=0 Equivalence=0.039800 Exclusion=0.012230 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.502983 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.066084 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.378904 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97988 TargetFormality=0.96018 TargetTerminalsButNoSource=0 TargetWords=4 UnalignedSource=0 UnalignedTarget=2 WordCountDiff=2 WordLenDiff=0 WordLogCR=0.69315 ,,, 0-0 0-1 1-2 1-3 , Independent
[S/.] ," - yes , it does "," yeah , he did ", PPDB2.0Score=4.72724 PPDB1.0Score=25.766500 -logp(LHS,e1)=0 -logp(LHS,e2)=0.73089 -logp(e1,LHS)=14.67783 -logp(e1,e2)=12.79830 -logp(e1,"e2,LHS)=8.86901 -logp(e2",LHS)=15.57862 -logp(e2,e1)=12.96820 -logp(e2,"e1,LHS)=9.76979 AGigaSim=0.68952 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.14310 ContainsX=0 Equivalence=0.024658 Exclusion=0.054835 GlueRule=0 GoogleNgramSim=0.11043 Identity=0 Independent=0.458854 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.007677 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.453976 SourceTerminalsButNoTarget=0 SourceWords=5 TargetTerminalsButNoSource=0 TargetWords=4 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0.30000 WordLogCR=-0.22314 ,,, 0-0 1-0 2-1 3-2 4-3 , Independent
[PP/NP] , for strengthening , with a view to further strengthening , PPDB2.0Score=4.77033 PPDB1.0Score=15.093860 -logp(LHS,e1)=0.79297 -logp(LHS,e2)=0.45676 -logp(e1,LHS)=11.71002 -logp(e1,e2)=4.80370 -logp(e1,"e2,LHS)=3.01314 -logp(e2",LHS)=16.86027 -logp(e2,e1)=10.29016 -logp(e2,"e1,LHS)=8.16338 AGigaSim=0.43779 Abstract=0 Adjacent=0 CharCountDiff=19 CharLogCR=0.75031 ContainsX=0 Equivalence=0.020168 Exclusion=0.000155 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.235810 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.101030 PhrasePenalty=1 RarityPenalty=0.00034 ReverseEntailment=0.642837 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97086 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=6 UnalignedSource=0 UnalignedTarget=1 WordCountDiff=4 WordLenDiff=-2.83333 WordLogCR=1.09861 ,,, 0-0 0-1 1-2 1-4 1-5 , ReverseEntailment
[NP\JJ] , government departments or agencies , departments and agencies , PPDB2.0Score=4.73495 PPDB1.0Score=12.378160 -logp(LHS,e1)=0.26236 -logp(LHS,e2)=1.73174 -logp(e1,LHS)=14.54413 -logp(e1,e2)=9.35657 -logp(e1,"e2,LHS)=8.03436 -logp(e2",LHS)=9.67852 -logp(e2,e1)=3.02159 -logp(e2,"e1,LHS)=3.16875 AGigaSim=0.72295 Abstract=0 Adjacent=0 CharCountDiff=-10 CharLogCR=-0.34831 ContainsX=0 Equivalence=0.153584 Exclusion=0.003225 GlueRule=0 GoogleNgramSim=0.12891 Identity=0 Independent=0.305553 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.037736 PhrasePenalty=1 RarityPenalty=0.00674 ForwardEntailment=0.499903 SourceTerminalsButNoTarget=0 SourceWords=4 TargetTerminalsButNoSource=0 TargetWords=3 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-0.41667 WordLogCR=-0.28768 ,,, 0-0 1-0 2-1 3-2 , ForwardEntailment
[VP/VBN] , are actually , is truly , PPDB2.0Score=4.67691 PPDB1.0Score=21.932200 -logp(LHS,e1)=2.15314 -logp(LHS,e2)=5.11585 -logp(e1,LHS)=10.94713 -logp(e1,e2)=11.07245 -logp(e1,"e2,LHS)=3.41046 -logp(e2",LHS)=13.69715 -logp(e2,e1)=10.85975 -logp(e2,"e1,LHS)=6.16048 AGigaSim=0.63708 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.462201 Exclusion=0.003718 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.205500 Lex(e1",e2)=62.61371 Lex(e2,e1)=62.61371 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.062852 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.265729 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98197 TargetFormality=0.99352 TargetTerminalsButNoSource=0 TargetWords=2 UnalignedSource=1 UnalignedTarget=1 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ,,, 0-0 1-1 , Equivalence
[VP/VP] , were reluctant to , were unwilling to , PPDB2.0Score=4.75427 PPDB1.0Score=12.530490 -logp(LHS,e1)=0.05716 -logp(LHS,e2)=0.11778 -logp(e1,LHS)=15.37080 -logp(e1,e2)=5.71594 -logp(e1,"e2,LHS)=4.56012 -logp(e2",LHS)=16.53003 -logp(e2,e1)=6.81455 -logp(e2,"e1,LHS)=5.71935 AGigaSim=0.99133 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.395715 Exclusion=0.024506 GlueRule=0 GoogleNgramSim=0.32829 Identity=0 Independent=0.129597 Lex(e1",e2)=62.61371 Lex(e2,e1)=62.61371 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.093928 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.356255 SourceTerminalsButNoTarget=0 SourceWords=3 TargetComplexity=0.99702 TargetTerminalsButNoSource=0 TargetWords=3 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ,,, 0-0 1-1 2-2 , Equivalence
[S/.] , you look really pretty , you 're a very pretty girl , PPDB2.0Score=4.69371 PPDB1.0Score=3.638240 -logp(LHS,e1)=0 -logp(LHS,e2)=0 -logp(e1,LHS)=16.06413 -logp(e1,e2)=1.58412 -logp(e1,"e2,LHS)=1.58412 -logp(e2",LHS)=16.53413 -logp(e2,e1)=2.05412 -logp(e2,"e1,LHS)=2.05412 AGigaSim=0.46732 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.16705 ContainsX=0 Equivalence=0.874451 Exclusion=0.000010 GlueRule=0 GoogleNgramSim=0.15490 Identity=0 Independent=0.004572 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.000151 PhrasePenalty=1 RarityPenalty=0.01832 ForwardEntailment=0.120816 SourceTerminalsButNoTarget=0 SourceWords=4 TargetTerminalsButNoSource=0 TargetWords=6 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=2 WordLenDiff=-1.25000 WordLogCR=0.40547 ,,, 0-0 1-1 2-2 2-3 3-4 3-5 , Equivalence
[X] , covenant and is ," covenant , as well ", PPDB2.0Score=4.74061 PPDB1.0Score=15.086000 -logp(LHS,e1)=0 -logp(LHS,e2)=0 -logp(e1,LHS)=16.45036 -logp(e1,e2)=7.35476 -logp(e1,"e2,LHS)=7.34802 -logp(e2",LHS)=16.82684 -logp(e2,e1)=7.73124 -logp(e2,"e1,LHS)=7.72450 AGigaSim=0.67421 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.18232 ContainsX=1 Equivalence=0.129648 Exclusion=0.004497 GlueRule=0 GoogleNgramSim=0.37817 Identity=0 Independent=0.448906 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.074831 PhrasePenalty=1 RarityPenalty=0.01832 ReverseEntailment=0.342118 SourceTerminalsButNoTarget=0 SourceWords=3 TargetTerminalsButNoSource=0 TargetWords=4 UnalignedSource=1 UnalignedTarget=2 WordCountDiff=1 WordLenDiff=-0.58333 WordLogCR=0.28768 ,,, 0-0 1-1 1-2 2-2 2-3 , Independent
[VP/PP] , following completion , following the conclusion , PPDB2.0Score=4.71834 PPDB1.0Score=15.822100 -logp(LHS,e1)=1.67398 -logp(LHS,e2)=1.54045 -logp(e1,LHS)=16.68925 -logp(e1,e2)=7.94462 -logp(e1,"e2,LHS)=4.68905 -logp(e2",LHS)=16.48858 -logp(e2,e1)=7.87748 -logp(e2,"e1,LHS)=4.48838 AGigaSim=0.91115 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.18232 ContainsX=0 Equivalence=0.164525 Exclusion=0.024836 GlueRule=0 GoogleNgramSim=0.44094 Identity=0 Independent=0.163806 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.207350 PhrasePenalty=1 RarityPenalty=0.00005 ReverseEntailment=0.439482 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=1.00000 TargetTerminalsButNoSource=0 TargetWords=3 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=1 WordLenDiff=-2.16667 WordLogCR=0.40547 ,,, 0-0 1-1 1-2 , ReverseEntailment
[X] , report of the secretary-general entitled , report of the secretary-general in , PPDB2.0Score=4.75422 PPDB1.0Score=22.330510 -logp(LHS,e1)=0.05575 -logp(LHS,e2)=0 -logp(e1,LHS)=13.44584 -logp(e1,e2)=9.86643 -logp(e1,"e2,LHS)=9.46623 -logp(e2",LHS)=15.98774 -logp(e2,e1)=12.46408 -logp(e2,"e1,LHS)=12.00813 AGigaSim=0.92683 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.16252 ContainsX=1 Equivalence=0.020717 Exclusion=0.035529 GlueRule=0 GoogleNgramSim=0.72217 Identity=0 Independent=0.492973 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.019580 PhrasePenalty=1 RarityPenalty=0.00091 ReverseEntailment=0.431201 SourceTerminalsButNoTarget=0 SourceWords=5 TargetTerminalsButNoSource=0 TargetWords=5 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.20000 WordLogCR=0 ,,, 0-0 1-1 2-2 3-3 4-4 , Independent
[X] , a million dollars ," dollars , ", PPDB2.0Score=4.67846 PPDB1.0Score=22.908440 -logp(LHS,e1)=2.45469 -logp(LHS,e2)=0.01061 -logp(e1,LHS)=16.64451 -logp(e1,e2)=12.67241 -logp(e1,"e2,LHS)=10.14178 -logp(e2",LHS)=11.76406 -logp(e2,e1)=10.23603 -logp(e2,"e1,LHS)=5.26132 AGigaSim=0.33189 Abstract=0 Adjacent=0 CharCountDiff=-8 CharLogCR=-0.63599 ContainsX=1 Equivalence=0.048869 Exclusion=0.015017 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.428130 Lex(e1",e2)=62.90141 Lex(e2,e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.253608 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.254376 SourceTerminalsButNoTarget=0 SourceWords=3 TargetComplexity=0.98798 TargetFormality=0.74731 TargetTerminalsButNoSource=0 TargetWords=2 UnalignedSource=1 UnalignedTarget=1 WordCountDiff=-1 WordLenDiff=-1.00000 WordLogCR=-0.40547 ,,, 1-0 2-0 0-1 , Independent
